name,domain,sector,filepath
joffrey's coffee & tea company,joffreys.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/joffreys.com.png
ice river springs water co. inc,iceriversprings.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/iceriversprings.com.png
kofola - hoop polska,hoop.pl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/hoop.pl.png
gastrodome management services sdn. bhd.,gastrodome.com.my,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/gastrodome.com.my.png
peach pub company or peach pubs to lots of us,makinglifepeachy.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/makinglifepeachy.com.png
adama sa,adamasa.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/adamasa.com.png
weikfield products co. (i) pvt. ltd.,weikfield.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/weikfield.com.png
chocolate company retail,chocolatecompany.nl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/chocolatecompany.nl.png
coopers brewery ltd.,coopers.com.au,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/coopers.com.au.png
sadaharitha plantations ltd,sadaharitha.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sadaharitha.com.png
eatigo,eatigo.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/eatigo.com.png
pidy gourmet,pidy.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/pidy.com.png
nataïs,popcorn.fr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/popcorn.fr.png
activin wine group,activin.nl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/activin.nl.png
firebirds wood fired grill,firebirdsrestaurants.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/firebirdsrestaurants.com.png
yum! brands,yum.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/yum.com.png
süt kardeşler süt ve süt ürünleri̇ tarim hayvancilik  gida nakli̇yat,sheymarinphotography.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sheymarinphotography.com.png
belvac production machinery,belvac.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/belvac.com.png
wolfgang puck catering,wolfgangpuckcatering.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/wolfgangpuckcatering.com.png
al-seedawi sweets factories company k.s.c.,alseedawisweets.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/alseedawisweets.com.png
farm fresh to you and capay organic,farmfreshtoyou.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/farmfreshtoyou.com.png
unigra' srl,unigra.it,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/unigra.it.png
united biscuits,unitedbiscuits.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/unitedbiscuits.com.png
western india cashew company,wenders.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/wenders.com.png
poupart,poupart.co.uk,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/poupart.co.uk.png
real alimentos,rosenbauer.es,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/rosenbauer.es.png
naubahar bottling company (pvt.) ltd. gujranwala pakistan,nbcpepsi.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/nbcpepsi.com.png
la pizza +1,lapizzapiuuno.it,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/lapizzapiuuno.it.png
nicholas and company,nicholasandco.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/nicholasandco.com.png
planasa,planasa.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/planasa.com.png
mahou san miguel,mahou-sanmiguel.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/mahou-sanmiguel.com.png
balton tanzania limited,balton-tanzania.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/balton-tanzania.com.png
adelie food holdings,adeliefoods.co.uk,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/adeliefoods.co.uk.png
savencia fromage & dairy deutschland,savencia-fd.de,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/savencia-fd.de.png
norms restaurant,normsrestaurants.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/normsrestaurants.com.png
hipac limited,hipacfoods.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/hipacfoods.com.png
baiada poultry,baiada.com.au,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/baiada.com.au.png
lehigh valley restaurant group,redrobinpa.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/redrobinpa.com.png
lunchr,lunchr.co,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/lunchr.co.png
uludağ i̇çecek,uludagicecek.com.tr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/uludagicecek.com.tr.png
parle agro pvt ltd,parleagro.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/parleagro.com.png
viciunai group,vici.eu,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vici.eu.png
eurofresh inc.,nolongerexists.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/nolongerexists.com.png
privat enterprise,windgassen.net,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/windgassen.net.png
henderson foodservice ltd.,henderson-foodservice.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/henderson-foodservice.com.png
lotus bakeries,lotusbakeries.be,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/lotusbakeries.be.png
jde professional danmark,jdeprofessional.dk,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/jdeprofessional.dk.png
le pain quotidien,lepainquotidien.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/lepainquotidien.com.png
itsu,itsu.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/itsu.com.png
vida e caffè,vidaecaffe.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vidaecaffe.com.png
uab “kalnapilio – tauro grupė”,kalnapilis.lt,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/kalnapilis.lt.png
drunken fish,drunkenfish.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/drunkenfish.com.png
synlait milk limited,synlait.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/synlait.com.png
thomas henry gmbh & co. kg,thomas-henry.de,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/thomas-henry.de.png
scalzo food industries,scalzofoods.com.au,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/scalzofoods.com.au.png
heinz wattie's,heinzwatties.co.nz,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/heinzwatties.co.nz.png
vitamin well ab,vitaminwell.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vitaminwell.com.png
vpj alimentos,vpjalimentos.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vpjalimentos.com.br.png
frikom doo,frikom.rs,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/frikom.rs.png
opa! of greece,opasouvlaki.ca,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/opasouvlaki.ca.png
eker süt ürünleri̇ ve gida san. ti̇c. a.ş.,eker.com.tr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/eker.com.tr.png
grupo omnilife,omnilife.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/omnilife.com.png
dxn europe,dxn2u.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/dxn2u.com.png
bazargankala-unifert,bazargankala.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/bazargankala.com.png
grupo silvestre,gruposilvestre.com.pe,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/gruposilvestre.com.pe.png
inter rhône,vins-rhone.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vins-rhone.com.png
birite foodservice distributors,birite.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/birite.com.png
jimmy john's,jimmyjohns.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/jimmyjohns.com.png
arboris llc,arboris-us.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/arboris-us.com.png
caffitaly system s.p.a.,caffitaly.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/caffitaly.com.png
volcafe ltd.,volcafe.ch,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/volcafe.ch.png
bickel's snack foods inc,troyerfarms.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/troyerfarms.com.png
l & m,lmcompanies.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/lmcompanies.com.png
pt heinz abc indonesia,heinzabc.co.id,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/heinzabc.co.id.png
eckes-granini,eckes-granini.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/eckes-granini.com.png
barkman honey,barkmanhoney.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/barkmanhoney.com.png
foster farms,fosterfarms.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/fosterfarms.com.png
corney and barrow ltd,corneyandbarrow.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/corneyandbarrow.com.png
bone's restaurants,bones.dk,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/bones.dk.png
roberts manufacturing co. limited,rmco.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/rmco.com.png
lieken ag,lieken.de,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/lieken.de.png
scottish and newcastle,scottish-newcastle.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/scottish-newcastle.com.png
skyline chili,skylinechili.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/skylinechili.com.png
golden state foods,goldenstatefoods.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/goldenstatefoods.com.png
festival foods,festfoods.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/festfoods.com.png
ab brasil ind. com. alim.,abbrasil.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/abbrasil.com.br.png
walmart chile,walmartchile.cl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/walmartchile.cl.png
sanset gıda,sansetgida.com.tr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sansetgida.com.tr.png
benziger family winery,benziger.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/benziger.com.png
qdoba restaurant corporation,qdoba.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/qdoba.com.png
les vignerons de carthage tunis,uccv.com.tn,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/uccv.com.tn.png
martin bauer group,martin-bauer-group.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/martin-bauer-group.com.png
st. charles trading,stcharlestrading.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/stcharlestrading.com.png
united romanian breweries bereprod (tuborg romania),tele2.lt,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/tele2.lt.png
fgf brands,fgfbrands.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/fgfbrands.com.png
aconcagua foods s.a.,aconcaguafoods.cl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/aconcaguafoods.cl.png
vicasol s.c.a.,vicasol.es,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vicasol.es.png
unima,unima.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/unima.com.png
birra peja jsc,birrapeja.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/birrapeja.com.png
rijk zwaan iberica sa,rijkzwaan.es,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/rijkzwaan.es.png
compass group uk & ireland,compass-group.co.uk,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/compass-group.co.uk.png
pastificio selmi,selmi.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/selmi.com.br.png
saadeddinpastry,saadeddin.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/saadeddin.com.png
pt. anggada putra rekso mulia,reksointernational.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/reksointernational.com.png
wijnkoperij okhuysen,okhuysen.nl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/okhuysen.nl.png
la coop fédérée,lacoop.coop,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/lacoop.coop.png
groupe cémoi,cemoi.fr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/cemoi.fr.png
david wood baking limited,davidwoodbaking.co.uk,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/davidwoodbaking.co.uk.png
familie distilleerderij hooghoudt,hooghoudt.nl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/hooghoudt.nl.png
kras d.d.,kras.hr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/kras.hr.png
heineken srbija,heinekensrbija.rs,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/heinekensrbija.rs.png
alifard (sunich),sunich.org,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sunich.org.png
comptoir agricole,comptoir-agricole.fr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/comptoir-agricole.fr.png
dibella's subs,dibellas.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/dibellas.com.png
inia - instituto nacional de innovacion agraria,inia.gob.pe,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/inia.gob.pe.png
